ST_LEAID,MEMBER
AR-4501000,915
AR-2002000,732
AR-6201000,2159
AR-2602000,1349
AR-3002000,985
AR-5502000,974
AR-0803000,1467
AR-2303000,3862
AR-1003000,645
AR-2304000,350
AR-0701000,543
AR-5205000,915
AR-6304000,1244
AR-5602000,1074
AR-0503000,2774
AR-5903000,556
AR-1202000,1620
AR-5803000,626
AR-5403000,1012
AR-0601000,442
AR-1901000,697
AR-6804000,1612
AR-2903000,2263
AR-2603000,3690
AR-2604000,846
AR-3804000,868
AR-1803000,4954
AR-5102000,888
AR-1608000,6709
AR-7003000,702
AR-7307000,1144
AR-2605000,4131
AR-0903000,889
AR-2606000,3466
AR-3604000,1284
AR-6001000,21456
AR-4301000,1603
AR-4202000,493
AR-3003000,725
AR-3004000,1831
AR-2501000,508
AR-3904000,631
AR-1804000,3902
AR-5604000,530
AR-6502000,841
AR-5404000,331
AR-2305000,1045
AR-6102000,583
AR-7403000,574
AR-2105000,1098
AR-3302000,871
AR-2203000,1671
AR-4902000,447
AR-2306000,558
AR-2607000,641
AR-6901000,1613
AR-5504000,655
AR-1503000,538
AR-1611000,3633
AR-0304000,470
AR-6002000,8200
AR-0504000,400
AR-4713000,983
AR-3005000,550
AR-7309000,753
AR-4203000,1083
AR-7007000,846
AR-5303000,904
AR-1104000,849
AR-6103000,2004
AR-5804000,1856
AR-2703000,508
AR-5006000,938
AR-6003000,12244
AR-1203000,882
AR-7310000,752
AR-5805000,5602
AR-2502000,876
AR-4204000,437
AR-7311000,4003
AR-7104000,319
AR-3806000,805
AR-7008000,1161
AR-1507000,2459
AR-3209000,2234
AR-7105000,542
AR-2906000,621
AR-7009000,316
AR-0104000,1593
AR-2807000,3652
AR-3405000,937
AR-0505000,852
AR-1612000,2994
AR-2307000,3053
AR-2503000,387
AR-3509000,1796
AR-3606000,629
AR-1204000,506
AR-3510000,3028
AR-1505000,482
AR-1304000,573
AR-1905000,2484
AR-4502000,1000
CT-0020011,2332
CT-0040011,3106
CT-0070011,2682
CT-0090011,3223
CT-0110011,2055
CT-0120011,734
CT-0140011,2651
CT-0150011,19337
CT-0170011,7784
CT-0180011,2563
CT-0230011,1528
CT-0250011,4208
CT-0270011,1497
CT-0280011,2235
CT-0320011,1657
CT-0330011,1947
CT-0340011,12109
CT-0350011,4700
CT-0370011,1317
CT-0400011,864
CT-0410011,990
CT-0420011,1770
CT-0430011,6392
CT-0440011,2885
CT-0450011,2617
CT-0470011,1030
CT-0480011,2586
CT-0490011,4913
CT-0510011,9379
CT-0520011,4147
CT-0540011,5663
CT-0560011,1738
CT-0570011,8560
CT-0580011,1725
CT-0590011,4104
CT-0600011,3155
CT-0620011,5468
CT-0640011,16774
CT-0690011,2450
CT-0710011,958
CT-0720011,2421
CT-0740011,813
CT-0760011,2444
CT-0770011,6192
CT-0800011,8630
CT-0830011,4414
CT-0840011,5382
CT-0850011,3398
CT-0860011,2017
CT-0880011,4337
CT-0890011,9717
CT-0900011,4168
CT-0910011,2143
CT-0930011,19150
CT-0950011,2948
CT-0960011,3683
CT-0940011,3937
CT-0970011,4003
CT-0990011,1538
CT-1010011,3187
CT-1020011,759
CT-1030011,11514
CT-1040011,3348
CT-1060011,1070
CT-1080011,1717
CT-1090011,1944
CT-1100011,2291
CT-1110011,1306
CT-1130011,1240
CT-1160011,1185
CT-2060012,853
CT-2100012,2147
CT-2120012,804
CT-2130012,1365
CT-2140012,1617
CT-2150012,3469
CT-2160012,1958
CT-2170012,1814
CT-2180012,1288
CT-1180011,4568
CT-1190011,2550
CT-1240011,2133
CT-1260011,4512
CT-1280011,4125
CT-1290011,1345
CT-1320011,4877
CT-1310011,6284
CT-1340011,1401
CT-1350011,16158
CT-1370011,1800
CT-1380011,6762
CT-1390011,2041
CT-1400011,820
CT-1410011,927
CT-1420011,2302
CT-1430011,3883
CT-1440011,6920
CT-1460011,3148
CT-1480011,5335
CT-1510011,18701
CT-1520011,2338
CT-1530011,2598
CT-1550011,9231
CT-1560011,5976
CT-1540011,617
CT-1570011,2197
CT-1580011,5387
CT-1590011,3646
CT-1610011,3788
CT-1620011,606
CT-1630011,3224
CT-1640011,3337
CT-1650011,1549
CT-1660011,2139
DE-29,12804
DE-17,6336
DE-10,8286
DE-13,6396
DE-33,13092
DE-34,9132
DE-37,1427
DE-36,10799
DE-15,3611
DE-16,2598
DE-18,4470
DE-31,10367
DE-32,14771
DE-23,3410
DE-24,6067
DE-35,2494
DC-001,49687
FL-01,28964
FL-02,5003
FL-03,27324
FL-04,2998
FL-07,2129
FL-09,15951
FL-10,39215
FL-12,9887
FL-15,2090
FL-16,128657
FL-17,37851
FL-18,13331
FL-19,1208
FL-20,4616
FL-21,2839
FL-23,1928
FL-24,1657
FL-27,24058
FL-30,3233
FL-32,6076
FL-33,730
FL-34,1144
FL-37,32212
FL-38,5689
FL-39,1295
FL-40,2418
FL-42,44493
FL-45,12668
FL-46,32733
FL-54,10293
FL-57,30764
FL-59,66680
FL-55,50155
FL-61,5935
FL-62,2783
FL-63,2385
FL-64,63365
FL-65,5156
FL-66,11575
FL-67,3313
GA-741,12280
GA-601,3463
GA-602,1630
GA-761,50325
GA-603,2128
GA-604,300
GA-605,4693
GA-606,2843
GA-607,14882
GA-608,13806
GA-609,3003
GA-610,3074
GA-611,21392
GA-612,2605
GA-613,3403
GA-763,2355
GA-614,2141
GA-615,10221
GA-764,5847
GA-616,11050
GA-617,3990
GA-618,3564
GA-765,4135
GA-619,467
GA-620,9523
GA-621,2201
GA-622,15981
GA-766,5612
GA-767,4497
GA-623,10426
GA-624,1686
GA-625,36326
GA-626,970
GA-627,2575
GA-628,41891
GA-769,1277
GA-629,12340
GA-630,200
GA-631,52186
GA-632,1251
GA-633,106703
GA-634,7538
GA-635,8830
GA-636,29025
GA-771,1785
GA-637,3096
GA-638,23200
GA-639,1562
GA-640,3575
GA-641,2063
GA-772,7675
GA-642,3906
GA-773,5655
GA-643,4310
GA-644,92368
GA-645,2785
GA-646,1110
GA-647,13043
GA-648,25802
GA-774,2288
GA-687,6424
GA-649,1668
GA-650,891
GA-651,14047
GA-652,3066
GA-653,4059
GA-654,1818
GA-655,2799
GA-656,20070
GA-657,8925
GA-658,54077
GA-659,3619
GA-660,89935
GA-776,7974
GA-661,4113
GA-662,573
GA-663,12844
GA-664,6421
GA-665,4405
GA-666,2589
GA-726,9563
GA-667,181814
GA-668,7204
GA-669,27328
GA-670,703
GA-671,3429
GA-672,5645
GA-673,3656
GA-674,2195
GA-675,43417
GA-676,30631
GA-677,1622
GA-678,9918
GA-679,2573
GA-680,3075
GA-779,4166
GA-681,2059
GA-682,1146
GA-683,1009
GA-684,5157
GA-685,2820
GA-686,1722
GA-688,6333
GA-689,10610
GA-690,1231
GA-691,4343
GA-692,10728
GA-693,3749
GA-694,1114
GA-695,5077
GA-781,8711
GA-696,1279
GA-697,3272
GA-698,1333
GA-699,2323
GA-700,735
GA-701,1304
GA-702,4511
GA-703,951
GA-704,3514
GA-705,6903
GA-706,29818
GA-707,18661
GA-708,8531
GA-709,2211
GA-710,31518
GA-711,3866
GA-784,1387
GA-712,4124
GA-713,3637
GA-714,3584
GA-715,7878
GA-716,1330
GA-717,2978
GA-718,317
GA-719,2270
GA-720,642
GA-721,29589
GA-722,15734
GA-785,6573
GA-723,1231
GA-724,2048
GA-725,1340
GA-786,1941
GA-727,3840
GA-728,407
GA-729,3630
GA-730,408
GA-731,187
GA-732,3591
GA-733,1229
GA-734,1586
GA-735,1035
GA-736,5727
GA-789,2800
GA-737,7661
GA-738,3019
GA-739,1002
GA-740,1020
GA-791,1327
GA-742,1189
GA-743,717
GA-744,3024
GA-745,4060
GA-792,8291
GA-793,2366
GA-746,8401
GA-747,14557
GA-748,5973
GA-749,662
GA-750,2827
GA-751,5172
GA-752,265
GA-753,873
GA-754,3827
GA-755,12317
GA-756,1188
GA-757,1265
GA-758,1119
GA-759,3118
IL-21-028-1740-26,318
IL-34-049-1870-26,3489
IL-12-017-0010-26,298
IL-01-005-0010-26,680
IL-45-067-0050-26,2768
IL-31-045-0460-22,35082
IL-19-022-2050-26,8299
IL-47-071-2260-26,1466
IL-11-087-005A-26,399
IL-03-025-0400-26,2314
IL-19-022-2030-26,16073
IL-24-047-3080-26,16940
IL-56-099-2020-22,24856
IL-56-099-255U-26,1377
IL-31-045-3040-26,5119
IL-31-045-1010-22,5260
IL-39-055-0110-26,992
IL-39-055-0030-26,2411
IL-54-092-5120-26,863
IL-24-032-0010-26,2112
IL-08-043-1190-22,637
IL-50-082-0090-26,523
IL-26-062-1030-26,612
IL-34-049-1160-26,6330
IL-34-049-0600-26,13679
IL-53-102-0600-26,439
IL-17-064-0050-26,12409
IL-30-039-1860-26,1929
IL-53-060-1890-26,649
IL-17-020-0150-26,1684
IL-17-054-0210-26,187
IL-17-054-0230-26,554
IL-51-084-0150-26,1494
IL-03-025-0200-26,357
IL-09-027-0100-26,1296
IL-09-010-0030-26,3423
IL-39-074-0250-26,1665
IL-11-021-3010-26,948
IL-01-075-0040-26,315
IL-01-001-0010-26,493
IL-01-001-0030-26,784
IL-01-001-1720-22,6345
IL-11-070-3020-26,463
IL-39-055-0010-26,930
IL-11-023-0010-26,371
IL-04-101-3230-26,1287
IL-04-101-3210-26,897
IL-04-101-3200-26,903
IL-41-057-0030-26,92
IL-41-057-0020-26,3991
IL-41-057-0070-26,7274
IL-13-058-4010-26,629
IL-03-025-0100-26,666
IL-03-026-2020-26,404
IL-49-081-2000-26,1371
IL-49-081-1000-26,1092
IL-47-052-1700-22,2486
IL-20-076-0010-26,486
IL-53-102-0210-26,321
IL-01-069-0110-26,203
IL-40-007-0420-26,97
IL-08-043-2100-26,460
IL-08-008-3140-26,895
IL-30-002-0010-22,302
IL-49-081-0400-22,7185
IL-49-081-0410-25,6204
IL-26-029-0970-26,626
IL-26-029-0030-26,399
IL-33-048-2760-26,903
IL-11-021-3060-26,697
IL-11-023-0030-26,178
IL-33-036-2350-26,744
IL-32-038-0090-26,883
IL-32-038-0030-26,289
IL-32-038-2490-26,68
IL-20-083-0010-26,390
IL-20-083-0030-26,1771
IL-28-006-3400-26,946
IL-30-077-1000-26,337
IL-30-091-0840-26,285
IL-28-037-2260-26,352
IL-28-037-2270-26,461
IL-47-098-0010-26,606
IL-28-037-2240-26,479
IL-28-037-2230-26,999
IL-28-088-1000-26,692
IL-04-101-2050-25,27442
IL-04-004-2000-26,1531
IL-28-006-3030-26,177
IL-32-046-0020-26,1695
IL-13-058-5010-26,420
IL-40-056-0340-26,1186
IL-13-058-7220-26,252
IL-11-070-3000-26,1179
IL-11-087-0010-26,339
IL-48-072-1500-25,12674
IL-48-072-3260-26,650
IL-11-015-0020-26,3137
IL-11-015-0010-26,2622
IL-11-012-004C-26,899
IL-20-097-0010-26,273
IL-20-024-0010-26,835
IL-21-028-0990-26,700
IL-13-058-1000-26,233
IL-32-038-1240-26,519
IL-26-029-0660-25,2150
IL-24-047-1150-26,6937
IL-24-047-0880-26,2443
IL-40-007-0400-26,522
IL-40-031-0010-26,490
IL-40-031-0100-26,431
IL-01-069-0010-26,285
IL-40-042-1000-26,2432
IL-21-100-0040-26,2355
IL-21-100-0050-26,2218
IL-51-084-0100-26,1114
IL-51-084-0050-26,4655
IL-51-065-2020-26,1054
IL-01-069-0060-26,354
IL-51-084-0140-26,1249
IL-53-060-1260-26,870
IL-53-060-1910-26,865
IL-35-059-0050-26,539
IL-35-078-5350-26,807
IL-28-088-0010-26,179
IL-15-016-2990-25,321666
IL-06-016-4010-26,2851
IL-50-082-1870-26,3087
IL-50-082-1960-26,922
IL-17-064-0190-26,532
IL-17-064-0070-26,489
IL-17-064-0030-26,1095
IL-13-041-3180-27,377
IL-50-082-1880-22,147
IL-13-041-2090-27,491
IL-56-099-209U-26,1298
IL-08-089-2000-26,424
IL-32-038-0060-26,280
IL-03-011-0080-26,1172
IL-11-087-003A-26,322
IL-11-087-0040-26,1251
IL-39-074-0570-26,173
IL-11-087-0210-26,737
IL-11-018-0030-26,501
IL-03-026-2040-26,411
IL-33-048-2020-26,961
IL-26-029-0040-26,256
IL-45-067-0030-26,355
IL-54-092-0110-26,1134
IL-17-053-006J-26,384
IL-56-099-200U-26,1044
IL-56-099-201U-26,4415
IL-56-099-365U-26,15187
IL-47-071-2220-26,589
IL-34-049-0950-26,5626
IL-11-023-0060-26,295
IL-11-023-0040-26,627
IL-48-072-3090-26,630
IL-48-072-3230-26,4736
IL-11-023-0950-25,1229
IL-26-029-0020-26,349
IL-54-092-0040-26,870
IL-12-040-0010-26,1196
IL-26-085-0050-26,937
IL-12-017-0040-26,539
IL-26-062-1700-26,653
IL-41-057-0110-26,5752
IL-40-056-0080-26,576
IL-41-057-0010-26,1690
IL-31-045-3030-26,11801
IL-45-079-1390-26,939
IL-45-079-1400-26,1175
IL-45-079-1380-26,403
IL-12-051-0100-26,928
IL-12-051-0200-26,1054
IL-12-017-0030-26,337
IL-12-017-0020-26,1523
IL-34-049-2200-26,8173
IL-20-035-0010-26,532
IL-47-098-0050-26,3264
IL-47-052-2720-26,715
IL-16-019-4250-26,711
IL-47-052-2710-26,114
IL-01-069-1170-22,3253
IL-08-089-2030-26,320
IL-50-082-1890-22,4679
IL-50-082-0190-26,4152
IL-50-082-0600-26,494
IL-45-079-1320-26,1028
IL-13-014-0030-26,1346
IL-16-019-4260-26,420
IL-21-044-0010-26,624
IL-30-091-0660-22,235
IL-48-072-2650-26,1259
IL-48-072-3250-26,754
IL-47-052-2750-26,475
IL-11-012-002C-26,1224
IL-31-045-3010-26,4860
IL-16-019-4280-26,6840
IL-16-019-4240-26,1544
IL-31-045-3020-26,4040
IL-34-049-1180-26,4387
IL-01-001-0020-26,634
IL-08-043-1200-22,822
IL-08-043-2060-26,548
IL-08-043-2110-26,257
IL-08-089-2020-26,810
IL-08-043-2050-26,397
IL-32-046-1110-25,4784
IL-28-006-1030-22,329
IL-47-071-2210-26,752
IL-47-071-2200-26,1439
IL-08-008-3990-26,408
IL-44-063-0500-26,2510
IL-40-056-0070-26,1140
IL-28-037-2280-26,2463
IL-28-037-2290-26,1969
IL-33-048-2080-26,616
IL-04-101-1220-22,6178
IL-04-101-3220-26,508
IL-47-071-2230-26,1493
IL-35-050-0020-26,646
IL-35-050-4250-26,69
IL-47-098-0060-26,980
IL-47-098-0020-26,942
IL-53-090-7030-26,417
IL-53-090-7010-26,953
IL-53-090-7020-26,927
IL-30-039-1760-26,864
IL-45-079-0010-22,217
IL-33-048-2050-26,3928
IL-53-090-7090-26,3234
IL-09-027-0050-26,968
IL-32-038-0100-26,886
IL-17-053-0080-26,1725
IL-03-068-0220-26,596
IL-03-011-0030-26,2262
IL-03-011-0140-24,301
IL-03-068-0020-26,445
IL-26-034-3370-26,454
IL-26-034-3250-26,203
IL-51-065-2000-26,211
IL-03-011-0010-26,311
IL-39-055-0150-26,967
IL-26-034-3280-24,589
IL-26-034-3160-26,418
IL-01-001-0040-26,664
IL-51-084-0110-26,560
IL-51-084-003A-26,2074
IL-39-055-0090-26,644
IL-54-092-0760-26,867
IL-20-083-0020-26,447
IL-21-028-1880-26,497
IL-21-100-0010-26,1094
IL-39-074-0050-26,294
IL-39-074-1000-26,460
IL-32-038-0040-26,990
IL-03-025-0300-26,609
IL-21-028-1680-26,1540
IL-11-012-003C-26,378
IL-26-062-1850-26,2036
IL-17-064-0870-25,4963
IL-17-064-0160-26,1759
IL-39-055-0020-26,1194
IL-17-020-0180-26,670
IL-17-064-0040-26,898
IL-21-100-0020-26,3749
IL-39-055-0610-25,7974
IL-33-094-2380-26,1624
IL-47-098-0030-26,791
IL-28-037-2300-26,536
IL-31-045-1310-22,12619
IL-31-045-1290-22,11211
IL-44-063-1580-22,8595
IL-32-046-0050-26,1886
IL-56-099-207U-26,1293
IL-32-046-0060-26,454
IL-20-096-1000-26,496
IL-21-028-1960-26,609
IL-31-045-3000-26,20443
IL-35-050-0090-26,378
IL-04-004-1000-26,7558
IL-33-094-3040-26,945
IL-16-019-4320-26,750
IL-16-019-4270-26,3598
IL-44-063-0190-24,438
IL-08-089-2010-26,756
IL-08-089-1450-22,3454
IL-01-086-0020-26,187
IL-40-031-0030-26,832
IL-01-086-0010-26,576
IL-01-069-0270-26,396
IL-51-065-2130-26,1017
IL-51-084-0010-26,577
IL-01-009-2620-26,344
IL-51-084-1860-25,13066
IL-44-063-0120-26,1703
IL-03-011-0040-26,244
IL-44-063-2000-26,6159
IL-03-026-2030-26,1461
IL-03-026-2010-26,414
IL-12-080-0010-26,2280
IL-17-053-0740-27,296
IL-53-102-0110-26,1201
IL-17-053-0050-26,443
IL-49-081-3000-26,1054
IL-40-056-0010-26,1325
IL-40-056-0060-26,1217
IL-20-030-0070-26,704
IL-50-082-0400-26,535
IL-13-095-0100-26,529
IL-21-100-0030-26,488
IL-40-056-0090-26,1210
IL-40-056-0020-26,319
IL-40-056-0050-26,483
IL-03-068-0120-26,1316
IL-01-075-0030-26,376
IL-01-075-0100-26,1164
IL-30-002-0050-26,377
IL-30-077-1010-26,460
IL-48-072-3220-26,658
IL-48-072-3270-26,897
IL-20-083-0040-26,1077
IL-41-057-0050-26,2796
IL-01-009-0150-26,1506
IL-01-009-0640-26,321
IL-41-057-0100-26,6140
IL-41-057-0090-26,5817
IL-54-092-0010-26,820
IL-54-092-0020-26,1198
IL-54-092-1180-24,4754
IL-54-092-0070-26,363
IL-53-102-0060-26,841
IL-41-057-0080-26,2321
IL-20-096-2000-26,372
IL-09-010-0040-26,10282
IL-09-010-0070-26,1529
IL-11-018-0770-26,1011
IL-01-075-0120-26,529
IL-48-072-3210-26,2036
IL-35-059-0070-26,665
IL-41-057-0120-26,657
IL-20-097-0030-26,699
IL-20-097-0050-26,1329
IL-16-019-4290-26,696
IL-16-019-4300-26,1895
IL-35-050-0010-26,241
IL-09-010-1160-22,4423
IL-09-010-0010-26,613
IL-11-021-3050-26,1008
IL-11-015-0050-26,252
IL-32-046-0010-26,1016
IL-13-041-0010-26,303
IL-20-033-0100-26,1169
IL-28-037-2250-26,363
IL-09-010-0080-26,400
IL-11-021-3020-26,654
IL-45-067-0040-26,1990
IL-33-066-4040-26,1294
IL-21-061-0010-26,1879
IL-21-061-0380-26,226
IL-12-013-0350-26,1345
IL-12-013-0100-26,269
IL-33-048-2100-26,295
IL-30-073-3000-26,1370
IL-30-091-0170-22,465
IL-30-039-1960-26,380
IL-03-025-0500-26,1081
IL-12-013-0250-26,570
IL-17-064-0020-26,778
IL-19-022-2020-26,1490
IL-19-022-2000-26,11638
IL-19-022-2040-26,25687
IL-08-008-3080-26,714
IL-19-022-2010-26,1327
IL-53-102-1400-26,1528
IL-20-093-0170-24,143
IL-20-093-3480-26,1421
IL-51-084-0160-26,861
IL-51-084-0080-26,1250
IL-26-029-0010-26,270
IL-13-014-0010-26,962
IL-03-003-0020-26,1597
IL-03-068-0030-26,1626
IL-03-003-0010-26,354
IN-2980,745
IN-0125,7853
IN-0015,1340
IN-4915,337
IN-6375,1194
IN-5265,1522
IN-5275,6196
IN-5470,689
IN-2435,542
IN-0935,1716
IN-0945,3144
IN-1600,1966
IN-3315,10542
IN-1315,1016
IN-0365,11634
IN-6895,2227
IN-2260,1775
IN-5380,2843
IN-0395,1609
IN-0515,1496
IN-2920,858
IN-5740,10510
IN-3405,642
IN-3180,2141
IN-8445,1803
IN-6460,1072
IN-1125,4040
IN-5480,1472
IN-0670,1653
IN-3305,10172
IN-3695,1433
IN-3455,1068
IN-6340,219
IN-3060,16072
IN-3640,210
IN-0750,1043
IN-2650,835
IN-4205,9537
IN-8360,1777
IN-1835,3641
IN-6055,1150
IN-6325,1285
IN-6825,1432
IN-4145,6371
IN-1000,4027
IN-3470,1853
IN-1150,867
IN-1160,1193
IN-4940,950
IN-6750,1686
IN-8665,3617
IN-2270,5348
IN-2440,888
IN-1300,1344
IN-5855,2531
IN-4660,9064
IN-5455,840
IN-3325,2631
IN-1655,1822
IN-5300,6709
IN-1875,2594
IN-0755,1361
IN-6470,5724
IN-0630,7906
IN-0255,10090
IN-4670,3348
IN-4680,1125
IN-2725,721
IN-6060,3417
IN-8215,1346
IN-2815,1668
IN-1805,1235
IN-2940,1116
IN-3145,1179
IN-3480,1634
IN-6835,928
IN-7285,1213
IN-4215,837
IN-2305,11318
IN-5280,1494
IN-5910,306
IN-7995,21739
IN-2155,2173
IN-2395,3253
IN-0370,972
IN-0235,28612
IN-1170,3011
IN-4225,4938
IN-2475,2049
IN-3160,744
IN-5310,11212
IN-7605,985
IN-8525,671
IN-1820,1675
IN-4690,4076
IN-2315,6286
IN-1010,10269
IN-2120,3273
IN-6755,1806
IN-3125,4393
IN-1730,2149
IN-4245,3963
IN-5900,1558
IN-4700,1966
IN-7610,352
IN-3025,2307
IN-4710,11505
IN-4580,2734
IN-3490,2543
IN-1885,861
IN-4720,3007
IN-4730,4014
IN-4590,1646
IN-3625,4916
IN-5385,22027
IN-6900,773
IN-3945,3000
IN-4015,3889
IN-3785,3243
IN-7525,1746
IN-3500,5238
IN-7855,7368
IN-4615,9293
IN-4650,1619
IN-4535,1605
IN-4345,2838
IN-4945,6227
IN-5330,16414
IN-1620,2120
IN-0665,3486
IN-1895,1182
IN-2950,1400
IN-0875,4393
IN-5525,750
IN-8115,1388
IN-5615,1941
IN-3995,2705
IN-2825,1561
IN-8045,1423
IN-2865,3702
IN-3055,1080
IN-5925,4053
IN-4925,5193
IN-2275,4231
IN-6910,1042
IN-3335,1539
IN-7200,5128
IN-2855,2431
IN-5085,1499
IN-1900,791
IN-6820,1083
IN-6620,1139
IN-5930,4356
IN-1910,2719
IN-3135,4677
IN-6590,2101
IN-1970,5080
IN-4740,4136
IN-8305,1154
IN-2400,11270
IN-3445,2939
IN-4860,944
IN-4805,2910
IN-4255,2096
IN-3070,10578
IN-0025,1610
IN-1375,1108
IN-2735,1900
IN-7515,931
IN-4315,1206
IN-5075,3659
IN-5620,769
IN-5835,1835
IN-5945,1113
IN-6600,1437
IN-6715,1372
IN-7385,2118
IN-7935,787
IN-8010,673
IN-3295,1966
IN-2040,834
IN-8515,900
IN-7645,770
IN-8375,1357
IN-8435,2464
IN-0225,8184
IN-3435,1332
IN-7350,1409
IN-5625,1627
IN-7495,496
IN-6145,908
IN-6155,1273
IN-7175,11360
IN-5340,16222
IN-5635,1856
IN-6445,1574
IN-5350,10683
IN-0775,941
IN-3330,5854
IN-6510,2408
IN-5485,3275
IN-7150,2012
IN-6550,6742
IN-6520,1527
IN-4515,1325
IN-6630,639
IN-3815,1521
IN-5705,2738
IN-8385,4526
IN-6080,825
IN-2645,1613
IN-4600,6004
IN-1180,960
IN-6995,1958
IN-8205,1745
IN-1940,1018
IN-7230,1319
IN-7255,2625
IN-3675,5343
IN-2960,674
IN-7365,4036
IN-5520,669
IN-8625,1132
IN-0035,1291
IN-7205,15444
IN-2765,2110
IN-3190,3079
IN-3415,753
IN-4325,1247
IN-5255,4456
IN-5845,1647
IN-5995,862
IN-6705,1101
IN-6865,1075
IN-7445,1092
IN-8020,1594
IN-2455,989
IN-2100,1254
IN-3005,21612
IN-0815,1342
IN-3115,3863
IN-6805,522
IN-8425,889
IN-4000,1277
IN-7360,634
IN-7715,1743
IN-2110,1965
IN-6260,1016
IN-5400,1864
IN-6195,2238
IN-6160,837
IN-7615,2607
IN-1560,3825
IN-7775,1483
IN-3460,1300
IN-6350,1400
IN-7865,13616
IN-4445,1779
IN-7945,1442
IN-8535,765
IN-4645,3269
IN-5495,946
IN-8565,2279
IN-7950,1295
IN-6530,1409
IN-6795,7238
IN-7215,1228
IN-6560,6382
IN-3710,441
IN-8030,13787
IN-4335,2836
IN-8060,1536
IN-8050,2266
IN-2285,2933
IN-5360,11824
IN-8130,10122
IN-4415,6734
IN-1405,2461
IN-5370,10512
IN-5375,16086
IN-7875,2420
IN-5245,3090
IN-6065,2177
IN-8220,934
IN-0615,1642
IN-8355,751
IN-3030,9180
IN-4525,2075
IN-4760,1102
IN-4455,1216
IA-624776 000,616
IA-900657 000,964
IA-591107 000,1282
IA-936854 000,625
IA-483154 000,547
IA-060609 000,1702
IA-924271 000,1446
IA-546462 000,211
IA-121215 000,311
IA-296937 000,916
IA-850225 000,4678
IA-854617 000,1542
IA-086561 000,361
IA-850472 000,1969
IA-482097 000,451
IA-515163 000,642
IA-543330 000,321
IA-573744 000,719
IA-166930 000,871
IA-707038 000,983
IA-505160 000,1130
IA-341116 000,1541
IA-096273 000,809
IA-776101 000,7397
IA-230936 000,995
IA-231278 000,3444
IA-231675 000,165
IA-491965 000,499
IA-234773 000,868
IA-230918 000,414
IA-634212 000,330
IA-534905 000,92
IA-523816 000,428
IA-583841 000,815
IA-821611 000,14135
IA-824784 000,3463
IA-984788 000,594
IA-571337 000,5740
IA-523141 000,14805
IA-044491 000,382
IA-680081 000,1120
IA-041071 000,1357
IA-044518 000,164
IA-935895 000,223
IA-194662 000,1038
IA-120279 000,876
IA-420009 000,650
IA-352781 000,1298
IA-231082 000,1613
IA-770720 000,2731
IA-171233 000,1495
IA-174131 000,3598
IA-284043 000,705
IA-422007 000,540
IA-423150 000,1278
IA-851350 000,412
IA-851359 000,387
IA-774779 000,2243
IA-646985 000,970
IA-503906 000,546
IA-625013 000,2115
IA-103105 000,1496
IA-194599 000,582
IA-664995 000,1000
IA-571053 000,15564
IA-576138 000,438
IA-031972 000,330
IA-224419 000,894
IA-635166 000,2491
IA-636512 000,358
IA-644104 000,5190
IA-990594 000,697
IA-913114 000,3665
IA-914797 000,3574
IA-776957 000,9225
IA-382502 000,498
IA-060576 000,479
IA-790846 000,561
IA-482766 000,303
IA-030135 000,1164
IA-961638 000,1663
IA-453029 000,1060
IA-035310 000,694
IA-490243 000,147
IA-334774 000,1107
IA-201211 000,1358
IA-294203 000,968
IA-864785 000,476
IA-584509 000,124
IA-406095 000,690
IA-905049 000,4990
IA-900977 000,1074
IA-446700 000,505
IA-953420 000,671
IA-966100 000,549
IA-966509 000,375
IA-665751 000,608
IA-771737 000,30739
IA-916094 000,455
IA-910981 000,2369
IA-914122 000,580
IA-412403 000,980
IA-852466 000,1697
IA-855643 000,1125
IA-175922 000,776
IA-091719 000,995
IA-071908 000,414
IA-096471 000,389
IA-633375 000,1674
IA-866098 000,1488
IA-794437 000,493
IA-574554 000,1402
IA-574777 000,535
IA-571089 000,451
IA-635256 000,779
IA-071044 000,5892
IA-076795 000,10645
IA-706975 000,1284
IA-163691 000,631
IA-166408 000,941
IA-160603 000,86
IA-161926 000,683
IA-534269 000,508
IA-512169 000,1525
IA-423033 000,377
IA-380540 000,506
IA-382727 000,773
IA-381791 000,945
IA-455508 000,406
IA-101963 000,583
IA-103204 000,1069
IA-334869 000,1345
IA-222763 000,1485
IA-420108 000,159
IA-286950 000,1380
IA-316961 000,3742
IA-120153 000,567
IA-530234 000,1193
IA-534446 000,1035
IA-862682 000,478
IA-581368 000,664
IA-704581 000,4688
IA-261619 000,1263
IA-896592 000,867
IA-820621 000,4633
IA-825250 000,5803
IA-221080 000,473
IA-770261 000,12750
IA-066660 000,1555
IA-336175 000,584
IA-336943 000,321
IA-775805 000,1337
IA-776579 000,4308
IA-561079 000,1250
IA-934505 000,223
IA-311863 000,10518
IA-490585 000,805
IA-494041 000,1314
IA-350916 000,176
IA-487029 000,1269
IA-922977 000,565
IA-521221 000,3061
IA-526093 000,1523
IA-083942 000,684
IA-444689 000,592
IA-546012 000,593
IA-500513 000,486
IA-504725 000,2857
IA-501332 000,724
IA-792709 000,1573
IA-563312 000,1790
IA-773231 000,7487
IA-641968 000,713
IA-290882 000,3334
IA-291602 000,662
IA-586759 000,541
IA-984772 000,813
IA-345697 000,422
IA-562322 000,1832
IA-444536 000,1852
IA-571062 000,1466
IA-570099 000,810
